EMG,Label
-0.022872441,0
-0.022704592,0
-0.021865346,0
-0.021529648,0
-0.021865346,0
-0.021529648,0
-0.020522552,0
-0.020522552,0
-0.020522552,0
-0.019851155,0
-0.018172663,0
-0.019851155,0
-0.021865346,0
-0.021193949,0
-0.020858251,0
-0.021529648,0
-0.022201044,0
-0.022536743,0
-0.021865346,0
-0.019851155,0
-0.018508361,0
-0.018508361,0
-0.017836964,0
-0.016158472,0
-0.01649417,0
-0.017836964,0
-0.020186854,0
-0.020522552,0
-0.019683306,0
-0.019683306,0
-0.021865346,0
-0.023375989,0
-0.022201044,0
-0.019851155,0
-0.018508361,0
-0.018340512,0
-0.017836964,0
-0.017333416,0
-0.018508361,0
-0.019851155,0
-0.020522552,0
-0.022201044,0
-0.023375989,0
-0.024047386,0
-0.023375989,0
-0.023879537,0
-0.024215235,0
-0.024718783,0
-0.025558029,0
-0.026061577,0
-0.025558029,0
-0.024047386,0
-0.024047386,0
-0.025893728,0
-0.025893728,0
-0.024550934,0
-0.023879537,0
-0.024047386,0
-0.024886632,0
-0.02539018,0
-0.024550934,0
-0.022536743,0
-0.021193949,0
-0.021865346,0
-0.023879537,0
-0.023711688,0
-0.022536743,0
-0.0210261,0
-0.020858251,0
-0.022201044,0
-0.023879537,0
-0.024550934,0
-0.023543838,0
-0.022033195,0
-0.020858251,0
-0.019851155,0
-0.019347607,0
-0.0210261,0
-0.023711688,0
-0.023879537,0
-0.022536743,0
-0.020522552,0
-0.018004813,0
-0.017333416,0
-0.018508361,0
-0.019011909,0
-0.016829869,0
-0.016997718,0
-0.017501266,0
-0.015990623,0
-0.014815678,0
-0.015822773,0
-0.017836964,0
-0.017836964,0
-0.017836964,0
-0.018508361,0
-0.019347607,0
-0.020858251,0
-0.020690401,0
-0.021193949,0
-0.022872441,0
-0.022201044,0
-0.021529648,0
-0.020522552,0
-0.020522552,0
-0.020019004,0
-0.019347607,0
-0.01884406,0
-0.019347607,0
-0.019515457,0
-0.01884406,0
-0.019347607,0
-0.022201044,0
-0.023543838,0
-0.022536743,0
-0.020522552,0
-0.01867621,0
-0.017333416,0
-0.017165567,0
-0.018004813,0
-0.018172663,0
-0.016829869,0
-0.01666202,0
-0.017836964,0
-0.01884406,0
-0.019347607,0
-0.021193949,0
-0.022201044,0
-0.022536743,0
-0.022536743,0
-0.021361798,0
-0.020690401,0
-0.021865346,0
-0.022872441,0
-0.022872441,0
-0.021193949,0
-0.020522552,0
-0.020858251,0
-0.022033195,0
-0.02320814,0
-0.022536743,0
-0.022536743,0
-0.024215235,0
-0.025054482,0
-0.023375989,0
-0.02320814,0
-0.025893728,0
-0.025893728,0
-0.023543838,0
-0.021529648,0
-0.019851155,0
-0.020522552,0
-0.022201044,0
-0.022033195,0
-0.020858251,0
-0.021865346,0
-0.022536743,0
-0.021361798,0
-0.019851155,0
-0.019179758,0
-0.019683306,0
-0.021865346,0
-0.023879537,0
-0.024550934,0
-0.02320814,0
-0.020690401,0
-0.018508361,0
-0.019179758,0
-0.019515457,0
-0.017836964,0
-0.015822773,0
-0.015990623,0
-0.017836964,0
-0.018004813,0
-0.016829869,0
-0.018508361,0
-0.021193949,0
-0.021361798,0
-0.020858251,0
-0.019851155,0
-0.020354703,0
-0.022033195,0
-0.022536743,0
-0.021529648,0
-0.020522552,0
-0.020858251,0
-0.021865346,0
-0.021865346,0
-0.021529648,0
-0.020522552,0
-0.021865346,0
-0.023879537,0
-0.023879537,0
-0.022368894,0
-0.019515457,0
-0.018004813,0
-0.017501266,0
-0.019179758,0
-0.022201044,0
-0.02320814,0
-0.022704592,0
-0.02320814,0
-0.022201044,0
-0.020522552,0
-0.019851155,0
-0.021193949,0
-0.022536743,0
-0.022201044,0
-0.021529648,0
-0.020690401,0
-0.021529648,0
-0.02320814,0
-0.024215235,0
-0.023879537,0
-0.023543838,0
-0.024215235,0
-0.023879537,0
-0.022536743,0
-0.021193949,0
-0.020522552,0
-0.021193949,0
-0.022033195,0
-0.021865346,0
-0.022368894,0
-0.02320814,0
-0.022201044,0
-0.019851155,0
-0.019851155,0
-0.021865346,0
-0.024047386,0
-0.023711688,0
-0.022368894,0
-0.021865346,0
-0.022033195,0
-0.022201044,0
-0.022201044,0
-0.02320814,0
-0.025222331,0
-0.025893728,0
-0.025558029,0
-0.02320814,0
-0.022368894,0
-0.022704592,0
-0.021361798,0
-0.019179758,0
-0.018172663,0
-0.017836964,0
-0.016829869,0
-0.01649417,0
-0.017501266,0
-0.019179758,0
-0.020354703,0
-0.020858251,0
-0.022872441,0
-0.023711688,0
-0.023711688,0
-0.024550934,0
-0.02320814,0
-0.023543838,0
-0.024550934,0
-0.02320814,0
-0.021529648,0
-0.020690401,0
-0.0210261,0
-0.0210261,0
-0.021865346,0
-0.022536743,0
-0.020858251,0
-0.01884406,0
-0.019179758,0
-0.021865346,0
-0.022033195,0
-0.020019004,0
-0.020522552,0
-0.020858251,0
-0.019515457,0
-0.019851155,0
-0.021193949,0
-0.021865346,0
-0.020354703,0
-0.01867621,0
-0.019179758,0
-0.020522552,0
-0.019179758,0
-0.018004813,0
-0.01884406,0
-0.021193949,0
-0.022872441,0
-0.023375989,0
-0.021865346,0
-0.020019004,0
-0.019515457,0
-0.020522552,0
-0.021361798,0
-0.021529648,0
-0.022033195,0
-0.02320814,0
-0.023375989,0
-0.021529648,0
-0.020186854,0
-0.019347607,0
-0.021865346,0
-0.022536743,0
-0.022536743,0
-0.022536743,0
-0.023543838,0
-0.024886632,0
-0.024047386,0
-0.022536743,0
-0.020858251,0
-0.020522552,0
-0.021865346,0
-0.023879537,0
-0.023879537,0
-0.022033195,0
-0.020690401,0
-0.019683306,0
-0.019179758,0
-0.017333416,0
-0.015319226,0
-0.016326321,0
-0.01884406,0
-0.019515457,0
-0.020522552,0
-0.022201044,0
-0.022704592,0
-0.021865346,0
-0.021865346,0
-0.022536743,0
-0.021193949,0
-0.020522552,0
-0.022201044,0
-0.02320814,0
-0.022536743,0
-0.021865346,0
-0.021865346,0
-0.022033195,0
-0.0210261,0
-0.01884406,0
-0.017165567,0
-0.017669115,0
-0.019515457,0
-0.020858251,0
-0.021865346,0
-0.022033195,0
-0.021865346,0
-0.021865346,0
-0.022872441,0
-0.023375989,0
-0.022872441,0
-0.022536743,0
-0.022536743,0
-0.022201044,0
-0.023543838,0
-0.025222331,0
-0.024550934,0
-0.021193949,0
-0.020186854,0
-0.020354703,0
-0.020522552,0
-0.020019004,0
-0.020186854,0
-0.021193949,0
-0.020522552,0
-0.019179758,0
-0.018340512,0
-0.018004813,0
-0.017836964,0
-0.017836964,0
-0.019179758,0
-0.019179758,0
-0.01867621,0
-0.01867621,0
-0.019851155,0
-0.021865346,0
-0.022872441,0
-0.023543838,0
-0.023375989,0
-0.021193949,0
-0.019515457,0
-0.020522552,0
-0.023543838,0
-0.022872441,0
-0.020019004,0
-0.019851155,0
-0.020186854,0
-0.020186854,0
-0.021193949,0
-0.023879537,0
-0.023879537,0
-0.021865346,0
-0.019851155,0
-0.01884406,0
-0.019179758,0
-0.020186854,0
-0.021361798,0
-0.021193949,0
-0.019515457,0
-0.01884406,0
-0.019851155,0
-0.019851155,0
-0.018508361,0
-0.01884406,0
-0.020019004,0
-0.019683306,0
-0.019851155,0
-0.020522552,0
-0.021193949,0
-0.022201044,0
-0.02320814,0
-0.023879537,0
-0.023879537,0
-0.022536743,0
-0.021193949,0
-0.020522552,0
-0.020690401,0
-0.019515457,0
-0.020019004,0
-0.021865346,0
-0.024047386,0
-0.023375989,0
-0.021193949,0
-0.021697497,0
-0.024215235,0
-0.026565125,0
-0.026900823,0
-0.027907919,0
-0.028579316,0
-0.027740069,0
-0.025222331,0
-0.023375989,0
-0.022704592,0
-0.02320814,0
-0.02320814,0
-0.022368894,0
-0.022704592,0
-0.023543838,0
-0.024550934,0
-0.023543838,0
-0.021529648,0
-0.01884406,0
-0.017836964,0
-0.018508361,0
-0.020690401,0
-0.023040291,0
-0.024215235,0
-0.024047386,0
-0.024047386,0
-0.023375989,0
-0.022536743,0
-0.021193949,0
-0.020522552,0
-0.020690401,0
-0.021361798,0
-0.021193949,0
-0.020522552,0
-0.020522552,0
-0.021361798,0
-0.022033195,0
-0.024047386,0
-0.025222331,0
-0.024886632,0
-0.022536743,0
-0.021865346,0
-0.021529648,0
-0.022201044,0
-0.022704592,0
-0.021865346,0
-0.020858251,0
-0.021529648,0
-0.022368894,0
-0.021697497,0
-0.019179758,0
-0.016829869,0
-0.017165567,0
-0.019011909,0
-0.020186854,0
-0.020522552,0
-0.019851155,0
-0.019851155,0
-0.019179758,0
-0.017501266,0
-0.017333416,0
-0.017165567,0
-0.018340512,0
-0.019179758,0
-0.017836964,0
-0.017165567,0
-0.016829869,0
-0.01867621,0
-0.01867621,0
-0.017333416,0
-0.017836964,0
-0.019179758,0
-0.020522552,0
-0.020690401,0
-0.019515457,0
-0.019515457,0
-0.020858251,0
-0.021865346,0
-0.022033195,0
-0.021193949,0
-0.020186854,0
-0.020186854,0
-0.022536743,0
-0.023879537,0
-0.02320814,0
-0.021361798,0
-0.022201044,0
-0.023543838,0
-0.022704592,0
-0.021865346,0
-0.020690401,0
-0.020858251,0
-0.022201044,0
-0.022536743,0
-0.02320814,0
-0.023711688,0
-0.024047386,0
-0.024718783,0
-0.025558029,0
-0.024215235,0
-0.022536743,0
-0.021865346,0
-0.020186854,0
-0.020019004,0
-0.021361798,0
-0.020858251,0
-0.020522552,0
-0.020690401,0
-0.020690401,0
-0.020186854,0
-0.020522552,0
-0.021193949,0
-0.020858251,0
-0.020019004,0
-0.019515457,0
-0.020354703,0
-0.019179758,0
-0.017501266,0
-0.016829869,0
-0.016997718,0
-0.017836964,0
-0.020522552,0
-0.022368894,0
-0.02320814,0
-0.023879537,0
-0.02320814,0
-0.021193949,0
-0.019515457,0
-0.01867621,0
-0.017501266,0
-0.017836964,0
-0.019851155,0
-0.021865346,0
-0.023375989,0
-0.023879537,0
-0.024550934,0
-0.022872441,0
-0.022033195,0
-0.022704592,0
-0.02320814,0
-0.024550934,0
-0.024886632,0
-0.023879537,0
-0.02320814,0
-0.023879537,0
-0.024215235,0
-0.024550934,0
-0.024886632,0
-0.025893728,0
-0.026061577,0
-0.024886632,0
-0.023879537,0
-0.022872441,0
-0.021193949,0
-0.021193949,0
-0.022536743,0
-0.024047386,0
-0.024047386,0
-0.022872441,0
-0.02320814,0
-0.023879537,0
-0.023543838,0
-0.022536743,0
-0.021529648,0
-0.021529648,0
-0.02320814,0
-0.024886632,0
-0.024047386,0
-0.022033195,0
-0.022033195,0
-0.022033195,0
-0.0210261,0
-0.019851155,0
-0.020522552,0
-0.021193949,0
-0.019179758,0
-0.017333416,0
-0.017836964,0
-0.01884406,0
-0.018004813,0
-0.017836964,0
-0.01884406,0
-0.019515457,0
-0.01884406,0
-0.019179758,0
-0.019347607,0
-0.019179758,0
-0.019683306,0
-0.020858251,0
-0.0210261,0
-0.020522552,0
-0.022201044,0
-0.022536743,0
-0.020690401,0
-0.019515457,0
-0.020522552,0
-0.020858251,0
-0.020019004,0
-0.019515457,0
-0.020354703,0
-0.022368894,0
-0.022872441,0
-0.020858251,0
-0.01884406,0
-0.019515457,0
-0.019851155,0
-0.019347607,0
-0.018508361,0
-0.018508361,0
-0.019515457,0
-0.020186854,0
-0.020522552,0
-0.021865346,0
-0.022704592,0
-0.021193949,0
-0.019179758,0
-0.019179758,0
-0.020858251,0
-0.021361798,0
-0.021865346,0
-0.022201044,0
-0.022536743,0
-0.023711688,0
-0.023879537,0
-0.02320814,0
-0.021529648,0
-0.019347607,0
-0.01884406,0
-0.020690401,0
-0.02320814,0
-0.022872441,0
-0.020186854,0
-0.019179758,0
-0.020522552,0
-0.021193949,0
-0.020522552,0
-0.020522552,0
-0.021697497,0
-0.022704592,0
-0.021865346,0
-0.021193949,0
-0.020522552,0
-0.021361798,0
-0.022368894,0
-0.022704592,0
-0.022872441,0
-0.022033195,0
-0.021193949,0
-0.021193949,0
-0.022033195,0
-0.022201044,0
-0.021529648,0
-0.021865346,0
-0.022536743,0
-0.02320814,0
-0.02320814,0
-0.023375989,0
-0.02320814,0
-0.022704592,0
-0.022872441,0
-0.02320814,0
-0.021865346,0
-0.020858251,0
-0.022033195,0
-0.023879537,0
-0.02320814,0
-0.021529648,0
-0.018172663,0
-0.016829869,0
-0.01884406,0
-0.019347607,0
-0.018172663,0
-0.016997718,0
-0.016997718,0
-0.018508361,0
-0.018508361,0
-0.016829869,0
-0.015822773,0
-0.017836964,0
-0.020522552,0
-0.020690401,0
-0.021529648,0
-0.022033195,0
-0.022368894,0
-0.021193949,0
-0.020186854,0
-0.020522552,0
-0.020690401,0
-0.022033195,0
-0.023879537,0
-0.023543838,0
-0.021865346,0
-0.022536743,0
-0.023543838,0
-0.02320814,0
-0.021865346,0
-0.020858251,0
-0.020186854,0
-0.019515457,0
-0.01884406,0
-0.019179758,0
-0.020019004,0
-0.021865346,0
-0.023879537,0
-0.024718783,0
-0.022704592,0
-0.020522552,0
-0.020354703,0
-0.022033195,0
-0.022536743,0
-0.020019004,0
-0.019851155,0
-0.022033195,0
-0.022536743,0
-0.021697497,0
-0.020858251,0
-0.019851155,0
-0.020522552,0
-0.020858251,0
-0.020522552,0
-0.019851155,0
-0.01884406,0
-0.020186854,0
-0.021529648,0
-0.022033195,0
-0.02320814,0
-0.02320814,0
-0.022536743,0
-0.024047386,0
-0.024047386,0
-0.022872441,0
-0.02320814,0
-0.02320814,0
-0.0210261,0
-0.020019004,0
-0.021193949,0
-0.022704592,0
-0.023711688,0
-0.024550934,0
-0.025222331,0
-0.024886632,0
-0.023543838,0
-0.022704592,0
-0.023543838,0
-0.023879537,0
-0.023375989,0
-0.022368894,0
-0.022201044,0
-0.022704592,0
-0.02320814,0
-0.022201044,0
-0.022536743,0
-0.02320814,0
-0.0210261,0
-0.019179758,0
-0.019179758,0
-0.020019004,0
-0.020186854,0
-0.020522552,0
-0.022201044,0
-0.022033195,0
-0.020522552,0
-0.019347607,0
-0.019515457,0
-0.020186854,0
-0.020522552,0
-0.019515457,0
-0.01884406,0
-0.01884406,0
-0.019851155,0
-0.020186854,0
-0.020522552,0
-0.0210261,0
-0.022201044,0
-0.023375989,0
-0.022872441,0
-0.021529648,0
-0.021193949,0
-0.020019004,0
-0.01884406,0
-0.019851155,0
-0.022201044,0
-0.022536743,0
-0.020522552,0
-0.019515457,0
-0.019179758,0
-0.020186854,0
-0.022536743,0
-0.024215235,0
-0.025222331,0
-0.025054482,0
-0.024550934,0
-0.024215235,0
-0.022872441,0
-0.019851155,0
-0.017165567,0
-0.016158472,0
-0.017501266,0
-0.01884406,0
-0.018508361,0
-0.019179758,0
-0.020522552,0
-0.021193949,0
-0.019851155,0
-0.019851155,0
-0.019851155,0
-0.020690401,0
-0.020858251,0
-0.022536743,0
-0.023879537,0
-0.02320814,0
-0.022201044,0
-0.022033195,0
-0.022872441,0
-0.022033195,0
-0.020522552,0
-0.020186854,0
-0.021193949,0
-0.023375989,0
-0.023879537,0
-0.022872441,0
-0.021529648,0
-0.019347607,0
-0.017836964,0
-0.017836964,0
-0.018508361,0
-0.020186854,0
-0.020522552,0
-0.019347607,0
-0.018004813,0
-0.01867621,0
-0.021193949,0
-0.023879537,0
-0.023543838,0
-0.02320814,0
-0.02320814,0
-0.022033195,0
-0.020858251,0
-0.020522552,0
-0.020858251,0
-0.019851155,0
-0.019515457,0
-0.019515457,0
-0.019515457,0
-0.020186854,0
-0.020186854,0
-0.019347607,0
-0.020690401,0
-0.022368894,0
-0.021865346,0
-0.021865346,0
-0.022201044,0
-0.02320814,0
-0.021865346,0
-0.021193949,0
-0.022704592,0
-0.02320814,0
-0.02320814,0
-0.021865346,0
-0.020522552,0
-0.019515457,0
-0.019683306,0
-0.021697497,0
-0.02320814,0
-0.022536743,0
-0.022033195,0
-0.023375989,0
-0.024215235,0
-0.023543838,0
-0.021529648,0
-0.021193949,0
-0.021865346,0
-0.021529648,0
-0.021697497,0
-0.021529648,0
-0.021361798,0
-0.020522552,0
-0.019851155,0
-0.020858251,0
-0.021361798,0
-0.021193949,0
-0.021193949,0
-0.021529648,0
-0.022536743,0
-0.022872441,0
-0.022536743,0
-0.022536743,0
-0.021529648,0
-0.020858251,0
-0.021865346,0
-0.021529648,0
-0.019515457,0
-0.017836964,0
-0.017165567,0
-0.018172663,0
-0.021193949,0
-0.022201044,0
-0.021529648,0
-0.021193949,0
-0.021865346,0
-0.021529648,0
-0.020522552,0
-0.020522552,0
-0.019851155,0
-0.018340512,0
-0.017165567,0
-0.01649417,0
-0.017836964,0
-0.019179758,0
-0.021361798,0
-0.021529648,0
-0.021361798,0
-0.022536743,0
-0.023543838,0
-0.024550934,0
-0.024718783,0
-0.023711688,0
-0.023375989,0
-0.024718783,0
-0.023879537,0
-0.021193949,0
-0.020522552,0
-0.021193949,0
-0.020858251,0
-0.020522552,0
-0.020019004,0
-0.018508361,0
-0.016158472,0
-0.015319226,0
-0.015990623,0
-0.01666202,0
-0.016829869,0
-0.018340512,0
-0.020522552,0
-0.019851155,0
-0.019179758,0
-0.021193949,0
-0.021865346,0
-0.0210261,0
-0.021361798,0
-0.02320814,0
-0.024215235,0
-0.024886632,0
-0.024886632,0
-0.023879537,0
-0.023543838,0
-0.024215235,0
-0.02320814,0
-0.021529648,0
-0.022201044,0
-0.02320814,0
-0.023543838,0
-0.024550934,0
-0.02539018,0
-0.024886632,0
-0.023543838,0
-0.02320814,0
-0.022704592,0
-0.020690401,0
-0.01884406,0
-0.019851155,0
-0.022201044,0
-0.024047386,0
-0.023879537,0
-0.022536743,0
-0.022201044,0
-0.020522552,0
-0.019179758,0
-0.020522552,0
-0.022536743,0
-0.021865346,0
-0.021529648,0
-0.022872441,0
-0.02320814,0
-0.021865346,0
-0.021361798,0
-0.021529648,0
-0.020858251,0
-0.020522552,0
-0.020186854,0
-0.019851155,0
-0.020522552,0
-0.020690401,0
-0.021529648,0
-0.022201044,0
-0.021529648,0
-0.020858251,0
-0.020019004,0
-0.020522552,0
-0.022201044,0
-0.023375989,0
-0.024886632,0
-0.024215235,0
-0.021865346,0
-0.019179758,0
-0.019515457,0
-0.021193949,0
-0.021865346,0
-0.021865346,0
-0.020858251,0
-0.018508361,0
-0.016326321,0
-0.016997718,0
-0.018508361,0
-0.021193949,0
-0.02320814,0
-0.022704592,0
-0.021193949,0
-0.020522552,0
-0.020858251,0
-0.021193949,0
-0.021361798,0
-0.020354703,0
-0.020354703,0
-0.021865346,0
-0.02320814,0
-0.02320814,0
-0.024047386,0
-0.024886632,0
-0.025222331,0
-0.024215235,0
-0.023040291,0
-0.02320814,0
-0.023879537,0
-0.025558029,0
-0.026565125,0
-0.026229426,0
-0.025558029,0
-0.024550934,0
-0.022033195,0
-0.020186854,0
-0.019851155,0
-0.020522552,0
-0.021697497,0
-0.020858251,0
-0.019515457,0
-0.019179758,0
-0.019851155,0
-0.020522552,0
-0.020186854,0
-0.019851155,0
-0.019851155,0
-0.019683306,0
-0.019011909,0
-0.018004813,0
-0.017836964,0
-0.018508361,0
-0.01867621,0
-0.01867621,0
-0.017333416,0
-0.017165567,0
-0.017836964,0
-0.019179758,0
-0.021361798,0
-0.02320814,0
-0.024550934,0
-0.023879537,0
-0.021865346,0
-0.021865346,0
-0.021865346,0
-0.020522552,0
-0.019347607,0
-0.020690401,0
-0.021529648,0
-0.019851155,0
-0.017836964,0
-0.017501266,0
-0.019851155,0
-0.022536743,0
-0.024047386,0
-0.023711688,0
-0.022536743,0
-0.022872441,0
-0.022704592,0
-0.022704592,0
-0.021865346,0
-0.020858251,0
-0.021529648,0
-0.02320814,0
-0.023879537,0
-0.022033195,0
-0.020690401,0
-0.020522552,0
-0.020186854,0
-0.019179758,0
-0.01867621,0
-0.019851155,0
-0.0210261,0
-0.019179758,0
-0.016158472,0
-0.01649417,0
-0.019179758,0
-0.020522552,0
-0.021865346,0
-0.021865346,0
-0.020522552,0
-0.01867621,0
-0.017836964,0
-0.017836964,0
-0.017836964,0
-0.017501266,0
-0.017333416,0
-0.01649417,0
-0.01649417,0
-0.018508361,0
-0.021193949,0
-0.02320814,0
-0.023711688,0
-0.022536743,0
-0.022201044,0
-0.022368894,0
-0.022033195,0
-0.021529648,0
-0.021193949,0
-0.020858251,0
-0.020522552,0
-0.020858251,0
-0.021193949,0
-0.020522552,0
-0.020522552,0
-0.021865346,0
-0.023375989,0
-0.022872441,0
-0.021361798,0
-0.019683306,0
-0.019515457,0
-0.020354703,0
-0.0210261,0
-0.020690401,0
-0.020186854,0
-0.020690401,0
-0.021529648,0
-0.020858251,0
-0.020019004,0
-0.019683306,0
-0.020186854,0
-0.021193949,0
-0.022201044,0
-0.022704592,0
-0.021865346,0
-0.021193949,0
-0.021865346,0
-0.023543838,0
-0.024718783,0
-0.025893728,0
-0.026900823,0
-0.026397276,0
-0.026229426,0
-0.025558029,0
-0.024215235,0
-0.022872441,0
-0.023040291,0
-0.023879537,0
-0.025222331,0
-0.027236522,0
-0.027404371,0
-0.025893728,0
-0.025222331,0
-0.025222331,0
-0.025054482,0
-0.024886632,0
-0.023375989,0
-0.022872441,0
-0.024550934,0
-0.026229426,0
-0.025558029,0
-0.02320814,0
-0.020858251,0
-0.021193949,0
-0.021529648,0
-0.022201044,0
-0.022201044,0
-0.022536743,0
-0.022368894,0
-0.021529648,0
-0.022201044,0
-0.023879537,0
-0.023543838,0
-0.021361798,0
-0.020019004,0
-0.020019004,0
-0.021193949,0
-0.020858251,0
-0.020019004,0
-0.01884406,0
-0.018004813,0
-0.01649417,0
-0.017836964,0
-0.020019004,0
-0.019851155,0
-0.018508361,0
-0.018508361,0
-0.017836964,0
-0.017333416,0
-0.017836964,0
-0.018004813,0
-0.017836964,0
-0.018508361,0
-0.019011909,0
-0.018340512,0
-0.018004813,0
-0.019179758,0
-0.019515457,0
-0.019851155,0
-0.020019004,0
-0.020690401,0
-0.020522552,0
-0.020186854,0
-0.019515457,0
-0.018340512,0
-0.018004813,0
-0.019179758,0
-0.020522552,0
-0.020858251,0
-0.021865346,0
-0.021865346,0
-0.020690401,0
-0.019851155,0
-0.020522552,0
-0.019851155,0
-0.019179758,0
-0.019179758,0
-0.020690401,0
-0.021865346,0
-0.020690401,0
-0.020690401,0
-0.021361798,0
-0.021529648,0
-0.021865346,0
-0.022033195,0
-0.022201044,0
-0.021529648,0
-0.021865346,0
-0.022704592,0
-0.02320814,0
-0.022872441,0
-0.023879537,0
-0.024550934,0
-0.024550934,0
-0.023375989,0
-0.021865346,0
-0.021697497,0
-0.022201044,0
-0.02320814,0
-0.02320814,0
-0.022536743,0
-0.022368894,0
-0.022536743,0
-0.022368894,0
-0.021529648,0
-0.020522552,0
-0.019851155,0
-0.020522552,0
-0.021865346,0
-0.023375989,0
-0.023375989,0
-0.021529648,0
